"","Peso","Altura","Edad","Minutos jugados","Partidos jugados","Partidos como titular","Goles","Tarjetas amarillas"
"236",0.724129599152397,0.347820382988149,-1.60072923048939,-1.61594240817373,-2.00638717563686,1.34187948258439e-16,5.3135187559881e-17,-5.96150884818177e-17
"237",-0.598725774329122,-1.67316726842647,-0.0141111116737356,1.41402769608188,1.14845547374999,1.3306197428483,2.78437448752153,0.325258696364487
"239",-0.742514401881461,-0.895864325574694,-1.82738896174877,-1.09671416031933,-0.253696814866387,-1.74038506119464,5.3135187559881e-17,-0.993846016669266
"240",1.60124022722166,1.43604450298064,0.212548619585643,0.549785941429488,1.14845547374999,-0.0342712811707849,-0.0938553198040966,0.325258696364487
"241",0.0914596379221045,-0.429482559863628,0.439208350845022,-0.246136306926269,0.447379329441801,-0.375494037175556,-1.0532652555793,-0.993846016669266
"252",0.422173481292484,0.969662737269571,1.34584727588254,-0.123161195592332,-0.604234887020482,-0.375494037175556,5.3135187559881e-17,-5.96150884818177e-17
"253",2.06136383538915,0.65874156012886,1.11918754462316,-0.123161195592332,-0.604234887020482,-0.375494037175556,5.3135187559881e-17,-0.993846016669266
"256",-0.239254205448275,0.347820382988149,-0.920750036711251,0.18427658274251,-0.253696814866387,-0.0342712811707849,5.3135187559881e-17,-5.96150884818177e-17
"257",0.0627019124116363,1.12512332583993,-0.0141111116737356,-0.0958333930736796,-0.253696814866387,-0.375494037175556,5.3135187559881e-17,-0.993846016669266
"259",0.307142579250613,0.969662737269571,1.57250700714192,1.41402769608188,1.14845547374999,1.3306197428483,5.3135187559881e-17,0.325258696364487
"260",1.24176865834082,0.969662737269571,1.11918754462316,1.41402769608188,1.14845547374999,1.3306197428483,5.3135187559881e-17,-0.993846016669266
"261",-0.785650990147163,-0.118561382722917,-1.37406949923001,-0.218808504407616,-0.604234887020482,-0.375494037175556,5.3135187559881e-17,-0.993846016669266
"262",0.0914596379221045,-0.740403737004338,2.02582646966067,0.744496534374888,0.447379329441801,0.648174230838757,5.3135187559881e-17,1.64436340939824
"263",-1.38956322586699,-1.2067855027154,-0.694090305451872,-1.23676914822743,-0.604234887020482,-1.74038506119464,5.3135187559881e-17,-5.96150884818177e-17
"264",-1.08760710800708,-0.895864325574694,-0.920750036711251,1.35254014041491,1.14845547374999,1.3306197428483,-1.0532652555793,-0.993846016669266
"265",0.652235285376227,-1.05132491414505,0.665868082104401,1.38669989356322,1.14845547374999,1.3306197428483,5.3135187559881e-17,2.96346812243199
"266",-1.70589820648213,-1.51770667985612,0.212548619585643,-1.54079095124744,-1.65584910348276,1.34187948258439e-16,5.3135187559881e-17,-5.96150884818177e-17
"267",-2.69803973659327,-0.895864325574694,-1.60072923048939,-0.9634911230409,-1.30531103132867,-1.0579395491851,5.3135187559881e-17,-5.96150884818177e-17
"269",0.450931206802952,-0.584943148433983,-0.467430574192493,-0.656053344706058,-0.954772959174576,-1.0579395491851,5.3135187559881e-17,-0.993846016669266
"270",-0.268011930958743,-0.118561382722917,-0.694090305451872,0.11937305176071,0.797917401595896,0.306951474833986,-1.0532652555793,-0.993846016669266
"271",-0.555589186063421,-0.740403737004338,-1.14740976797063,-0.328119714482227,0.096841257287707,-0.375494037175556,5.3135187559881e-17,-0.993846016669266
"272",3.18291513029739,1.43604450298064,1.34584727588254,0.256012064353973,0.797917401595896,0.306951474833986,-0.0938553198040966,2.96346812243199
"273",0.163353951698274,-1.2067855027154,-0.240770842933114,-1.22993719759776,-0.954772959174576,-1.74038506119464,5.3135187559881e-17,-5.96150884818177e-17
"274",0.436552344047719,0.347820382988149,0.89252781336378,0.764992386263877,1.14845547374999,0.648174230838757,4.70319435907194,0.325258696364487
"275",1.06922230527801,0.347820382988149,-1.60072923048939,-1.31875255578338,-0.954772959174576,1.34187948258439e-16,5.3135187559881e-17,-5.96150884818177e-17
"283",-0.196117617182573,0.65874156012886,2.02582646966067,1.41402769608188,1.14845547374999,1.3306197428483,5.3135187559881e-17,-0.993846016669266
"286",-0.555589186063421,2.05788685726206,-0.920750036711251,0.570281793318478,0.447379329441801,0.306951474833986,5.3135187559881e-17,-0.993846016669266
"287",0.019565324145935,0.65874156012886,1.57250700714192,0.949455053264782,0.797917401595896,0.989396986843529,-0.0938553198040966,1.64436340939824
"288",-0.986955068720438,-0.274021971293272,-0.694090305451872,-1.30850462983889,-1.65584910348276,-1.74038506119464,5.3135187559881e-17,-5.96150884818177e-17
"289",-0.843166441168099,0.0368992058474386,1.34584727588254,-0.693629073169205,-0.954772959174576,-0.716716793180327,5.3135187559881e-17,-5.96150884818177e-17
"290",0.637856422620992,1.59150509155099,2.02582646966067,-0.52966225805729,-0.954772959174576,-0.716716793180327,5.3135187559881e-17,-0.993846016669266
"291",-0.124223303406404,-0.274021971293272,-0.467430574192493,0.799152139412193,0.447379329441801,0.648174230838757,0.865554615971111,1.64436340939824
"292",-0.411800558511082,0.0368992058474386,0.89252781336378,0.61810544772612,1.14845547374999,0.306951474833986,-1.0532652555793,-5.96150884818177e-17
"293",-0.268011930958743,0.347820382988149,-0.0141111116737356,1.41402769608188,1.14845547374999,1.3306197428483,5.3135187559881e-17,-0.993846016669266
"294",-0.986955068720438,0.0368992058474386,-0.0141111116737356,-0.772196505410331,-1.30531103132867,-1.0579395491851,5.3135187559881e-17,-5.96150884818177e-17
"295",0.0914596379221045,-0.584943148433983,0.89252781336378,0.846975793819835,0.797917401595896,0.648174230838757,5.3135187559881e-17,-0.993846016669266
"296",0.767266187418098,-0.429482559863628,-0.467430574192493,-1.29142475326473,-0.253696814866387,1.34187948258439e-16,5.3135187559881e-17,-0.993846016669266
"297",-1.70589820648213,-0.429482559863628,-1.37406949923001,-1.21627329633844,-0.954772959174576,-1.74038506119464,5.3135187559881e-17,-5.96150884818177e-17
"298",-1.13074369627278,-0.274021971293272,-0.920750036711251,0.799152139412193,0.797917401595896,0.989396986843529,5.3135187559881e-17,0.325258696364487
"299",0.882297089459969,0.503280971558505,-0.0141111116737356,-0.14024107216649,0.096841257287707,-0.375494037175556,5.3135187559881e-17,0.325258696364487
"302",0.709750736397162,1.28058391441028,0.439208350845022,1.10658991774703,0.797917401595896,0.989396986843529,-0.0938553198040966,4.28257283546574
